번호,가맹점명,승인일시,승인금액,할부,카드사,승인번호,구분,TID
6257,올빼미카워시,2025-10-29 18:31:09,"96,000",일시불,01,51274681,승인,1047363400
6258,시앤유,2025-10-29 18:06:46,"4,000,000",일시불,05,33991433,승인,WNO1754986085
6259,시앤유,2025-10-29 18:06:16,"3,000,000",일시불,08,02610706,승인,WNO1754986085
6260,시앤유,2025-10-29 18:05:55,"2,900,000",일시불,08,00486309,승인,WNO1754986085
6261,시앤유,2025-10-29 18:05:02,"2,000,000",일시불,15,51121025,승인,WNO1754986085
6262,시앤유,2025-10-29 18:04:33,"5,000,000",일시불,15,51109419,승인,WNO1754986085
6263,시앤유,2025-10-29 18:03:44,"3,000,000",일시불,15,51097330,승인,WNO1754986085
6264,시앤유,2025-10-29 18:03:14,"3,000,000",일시불,15,51095612,승인,WNO1754986085
6265,시앤유,2025-10-29 18:02:56,"3,000,000",일시불,15,51103831,승인,WNO1754986085
6266,시앤유,2025-10-29 18:02:24,"5,000,000",일시불,01,51092844,승인,WNO1754986085
6267,시앤유,2025-10-29 18:02:06,"5,000,000",일시불,01,51101055,승인,WNO1754986085
6268,시앤유,2025-10-29 18:01:41,"5,000,000",일시불,01,51090456,승인,WNO1754986085
6269,시앤유,2025-10-29 18:01:23,"5,000,000",일시불,01,51088624,승인,WNO1754986085
6270,시앤유,2025-10-29 18:00:18,"4,000,000",일시불,02,27739857,승인,WNO1754986085
6271,시앤유,2025-10-29 17:59:57,"5,000,000",일시불,02,27744817,승인,WNO1754986085
6272,로즈,2025-10-29 17:58:08,100,일시불,15,84471720,승인,1047373151
6273,토브,2025-10-29 17:52:05,"25,000",일시불,12,64595247,승인,1047367468
6274,푸라닭서초2동점,2025-10-29 16:59:09,"21,900",일시불,06,26833742,승인,1047365188
6275,서울35아1741,2025-10-29 16:37:07,"70,000",일시불,03,23301200,승인,1047369580
6276,신나라콜라텍2,2025-10-29 16:33:24,"5,000",일시불,02,26508275,승인,1047334508
6277,신나라콜라텍2,2025-10-29 16:24:03,"4,000",일시불,31,85110436,승인,1047334508
6278,신나라콜라텍2,2025-10-29 16:07:52,"12,000",일시불,12,63333685,승인,1047334508
6279,신나라콜라텍2,2025-10-29 16:06:50,"21,000",일시불,31,84420427,승인,1047334508
6280,신나라콜라텍2,2025-10-29 15:37:06,"13,000",일시불,07,30010157,승인,1047334508
6281,시앤유,2025-10-29 15:35:52,"2,000,000",6개월,01,50174972,승인,WNO1754986085
6282,신나라콜라텍2,2025-10-29 15:35:38,"11,000",일시불,01,50174280,승인,1047334508
6283,토브,2025-10-29 15:30:06,"25,000",일시불,12,62848674,승인,1047367468
6284,신나라콜라텍2,2025-10-29 15:27:40,"5,000",일시불,02,25626041,승인,1047334508
6285,신나라콜라텍2,2025-10-29 15:09:34,"15,000",일시불,01,50006897,승인,1047334508
6286,신나라콜라텍2,2025-10-29 14:58:08,"3,000",일시불,07,30055525,승인,1047334508
6287,신나라콜라텍2,2025-10-29 14:55:48,"11,000",일시불,02,25195598,승인,1047334508
6288,신나라콜라텍2,2025-10-29 14:51:45,"5,000",일시불,02,25139225,승인,1047334508
6289,신나라콜라텍2,2025-10-29 14:45:44,"3,000",일시불,27,05687409,승인,1047334508
6290,크라운족발야탑점,2025-10-29 14:44:10,"24,000",일시불,02,30071736,승인,1047363149
6291,신나라콜라텍2,2025-10-29 14:25:50,"11,000",일시불,07,30050251,승인,1047334508
6292,신나라콜라텍2,2025-10-29 14:24:19,"9,000",일시불,07,30116652,승인,1047334508
6293,신나라콜라텍2,2025-10-29 14:21:41,"14,000",일시불,03,30278350,승인,1047334508
6294,신나라콜라텍2,2025-10-29 14:12:49,"16,000",일시불,03,04318923,승인,1047334508
6295,신나라콜라텍2,2025-10-29 14:03:51,"12,000",일시불,27,04687409,승인,1047334508
6296,송안산업개발(즉),2025-10-29 13:57:05,"1,004",일시불,12,61726709,승인,1047373973
6297,나인(송파),2025-10-29 13:50:11,"3,300,000",5개월,03,26101800,승인,1047369914
6298,신나라콜라텍2,2025-10-29 13:49:39,"5,000",일시불,02,24320268,승인,1047334508
6299,크라운족발야탑점,2025-10-29 13:46:09,"24,000",일시불,03,24201910,승인,1047363149
6300,크라운족발야탑점,2025-10-29 13:27:08,"16,000",일시불,06,23976312,승인,1047363149
6301,신나라콜라텍2,2025-10-29 13:19:29,"14,000",일시불,02,23846949,승인,1047334508
6302,크라운족발야탑점,2025-10-29 13:15:12,"12,000",일시불,12,61203929,승인,1047363149
6303,크라운족발야탑점,2025-10-29 13:03:05,"41,000",일시불,02,30001414,승인,1047363149
6304,크라운족발야탑점,2025-10-29 13:02:14,"36,000",일시불,06,23539611,승인,1047363149
6305,크라운족발야탑점,2025-10-29 12:50:09,"36,000",일시불,02,23004867,승인,1047363149
6306,크라운족발야탑점,2025-10-29 12:39:12,"12,000",일시불,03,12403607,승인,1047363149
6307,귀한족발가락시장점,2025-10-29 12:21:14,"81,000",일시불,12,60418361,승인,1047365675
6308,크라운족발야탑점,2025-10-29 12:18:11,"35,000",일시불,01,48636515,승인,1047363149
6309,신나라콜라텍2,2025-10-29 11:53:51,"15,000",일시불,05,44013138,승인,1047334508
6310,귀한족발가락시장점,2025-10-29 09:53:07,"91,000",일시불,02,30011847,승인,1047365675
6311,귀한족발가락시장점,2025-10-29 08:52:05,"86,000",일시불,02,30070953,승인,1047365675
6312,도화(즉),2025-10-29 00:59:05,"240,000",일시불,01,46372373,승인,1047363480
6313,도화(즉),2025-10-29 00:22:05,"600,000",일시불,01,46117832,승인,1047363480
6314,귀한족발가락시장점,2025-10-28 23:14:09,"78,000",일시불,02,30008197,승인,1047365675
6315,귀한족발가락시장점,2025-10-28 22:41:09,"56,000",일시불,02,30046115,승인,1047365675
6316,귀한족발가락시장점,2025-10-28 22:18:11,"62,000",일시불,12,56849700,승인,1047365675
6317,싸군마켓,2025-10-28 22:05:07,"1,400,000",3개월,06,17447852,승인,1047369577
6318,꽃보다한우(즉),2025-10-28 21:56:07,"810,000",일시불,01,45604446,승인,1047363479
6319,시앤유,2025-10-28 21:36:31,"4,500,000",일시불,15,45523149,승인,WNO1754986085
6320,싸군마켓,2025-10-28 21:36:05,"2,000,000",6개월,06,17212369,승인,1047369577
6321,싸군마켓,2025-10-28 21:34:14,"2,000,000",6개월,06,17183681,승인,1047369577
6322,싸군마켓,2025-10-28 21:33:14,"2,500,000",3개월,06,17176663,승인,1047369577
6323,싸군마켓,2025-10-28 21:32:13,"2,000,000",일시불,06,17167706,승인취소,1047369577
6324,싸군마켓,2025-10-28 21:30:46,"-2,000,000",일시불,06,17167706,취소,1047369577
6325,귀한족발가락시장점,2025-10-28 21:25:10,"45,000",일시불,15,84952086,승인,1047365675
6326,귀한족발가락시장점,2025-10-28 20:24:05,"65,000",일시불,02,30079307,승인,1047365675
6327,크라운족발야탑점,2025-10-28 20:03:04,"57,000",일시불,03,35936452,승인,1047363149
6328,크라운족발야탑점,2025-10-28 19:58:07,"73,000",일시불,02,21037469,승인,1047363149
6329,귀한족발가락시장점,2025-10-28 18:56:11,"59,000",일시불,03,23407700,승인,1047365675
6330,시앤유,2025-10-28 18:21:10,"5,000,000",일시불,12,55070417,승인,WNO1754986085
6331,시앤유,2025-10-28 18:20:48,"5,000,000",일시불,12,55065971,승인,WNO1754986085
6332,시앤유,2025-10-28 18:20:13,"5,000,000",일시불,12,55059203,승인,WNO1754986085
6333,시앤유,2025-10-28 18:19:50,"5,000,000",일시불,12,55054499,승인,WNO1754986085
6334,시앤유,2025-10-28 18:19:02,"5,000,000",일시불,01,44286017,승인,WNO1754986085
6335,시앤유,2025-10-28 18:18:39,"5,000,000",일시불,01,44276981,승인,WNO1754986085
6336,귀한족발가락시장점,2025-10-28 18:15:10,"62,000",일시불,02,30018719,승인,1047365675
6337,크라운족발야탑점,2025-10-28 17:54:10,"47,000",일시불,03,18295908,승인,1047363149
6338,디지털스퀘어(즉),2025-10-28 17:00:14,"270,000",5개월,01,43760703,승인,1047362081
6339,신나라콜라텍2,2025-10-28 16:18:05,"18,000",일시불,01,43509773,승인,1047334508
6340,신나라콜라텍2,2025-10-28 16:13:27,"13,000",일시불,07,30013441,승인,1047334508
6341,신나라콜라텍2,2025-10-28 15:58:15,"16,000",일시불,12,53305382,승인,1047334508
6342,신나라콜라텍2,2025-10-28 15:56:54,"12,000",일시불,07,30003417,승인,1047334508
6343,신나라콜라텍2,2025-10-28 15:31:10,"3,000",일시불,31,85600527,승인,1047334508
6344,한우오마카세비플리끄,2025-10-28 15:28:58,"1,200,000",2개월,08,15200210,승인,1047350264
6345,한우오마카세비플리끄,2025-10-28 15:28:29,"2,000,000",3개월,02,12432648,승인,1047350264
6346,서울35아2181,2025-10-28 15:17:13,"110,000",일시불,07,00648222,승인,1047369579
6347,신나라콜라텍2,2025-10-28 15:01:56,"11,000",일시불,31,82260511,승인,1047334508
6348,신나라콜라텍2,2025-10-28 14:59:30,"2,000",일시불,31,82301371,승인,1047334508
6349,신나라콜라텍2,2025-10-28 14:56:50,"12,000",일시불,01,43029047,승인,1047334508
6350,에비앙,2025-10-28 14:53:08,"1,004",일시불,01,43002854,승인취소,1047373517
6351,에비앙,2025-10-28 14:51:06,"-1,004",일시불,01,43002854,취소,1047373517
6352,신나라콜라텍2,2025-10-28 14:36:10,"13,000",일시불,02,11735662,승인,1047334508
6353,신나라콜라텍2,2025-10-28 14:30:55,"15,000",일시불,12,52234901,승인,1047334508
6354,신나라콜라텍2,2025-10-28 14:30:04,"8,000",일시불,03,95404112,승인,1047334508
6355,쁘띠프랑스,2025-10-28 14:26:05,"1,000",일시불,06,11587172,승인취소,1047372327
6356,쁘띠프랑스,2025-10-28 14:24:39,"-1,000",일시불,06,11587172,취소,1047372327
6357,신나라콜라텍2,2025-10-28 14:20:32,"11,000",일시불,07,30055503,승인,1047334508
6358,신나라콜라텍2,2025-10-28 14:18:57,"8,000",일시불,01,42823564,승인,1047334508
6359,신나라콜라텍2,2025-10-28 14:18:44,"-2,000",일시불,01,42822309,취소,1047334508
6360,신나라콜라텍2,2025-10-28 14:18:27,"2,000",일시불,01,42822309,승인취소,1047334508
6361,신나라콜라텍2,2025-10-28 14:09:29,"11,000",일시불,12,51975252,승인,1047334508
6362,신나라콜라텍2,2025-10-28 14:00:57,"5,000",일시불,01,42570002,승인,1047334508
6363,토브,2025-10-28 14:00:12,"20,000",일시불,01,42467250,승인,1047367468
6364,신나라콜라텍2,2025-10-28 13:49:54,"22,000",일시불,07,30039223,승인,1047334508
6365,신나라콜라텍2,2025-10-28 13:43:17,"4,000",일시불,31,84660561,승인,1047334508
6366,신나라콜라텍2,2025-10-28 13:27:53,"15,000",일시불,31,82520551,승인,1047334508
6367,신나라콜라텍2,2025-10-28 13:27:21,"37,000",일시불,01,42075840,승인,1047334508
6368,신나라콜라텍2,2025-10-28 13:22:26,"19,000",일시불,31,83200545,승인,1047334508
6369,크라운족발야탑점,2025-10-28 13:22:06,"35,000",일시불,02,30018479,승인,1047363149
6370,신나라콜라텍2,2025-10-28 13:14:00,"23,000",일시불,03,01869014,승인,1047334508
6371,크라운족발야탑점,2025-10-28 13:13:11,"12,000",일시불,06,10565599,승인,1047363149
6372,푸라닭서초2동점,2025-10-28 13:07:06,100,일시불,04,40447633,승인취소,1047365188
6373,크라운족발야탑점,2025-10-28 13:06:06,"40,000",일시불,03,12204714,승인,1047363149
6374,푸라닭서초2동점,2025-10-28 13:05:36,-100,일시불,04,40447633,취소,1047365188
6375,신나라콜라텍2,2025-10-28 13:02:02,"22,000",일시불,12,51147777,승인,1047334508
6376,신나라콜라텍2,2025-10-28 12:31:45,"30,000",일시불,12,50696333,승인,1047334508
6377,신나라콜라텍2,2025-10-28 12:23:18,"23,000",일시불,01,41647662,승인,1047334508
6378,크라운족발야탑점,2025-10-28 12:21:08,"76,000",일시불,02,20090523,승인,1047363149
6379,크라운족발야탑점,2025-10-28 12:19:07,"36,000",일시불,12,50469893,승인,1047363149
6380,크라운족발야탑점,2025-10-28 12:14:13,"24,000",일시불,02,30032896,승인,1047363149
6381,크라운족발야탑점,2025-10-28 12:13:13,"24,000",일시불,01,41582041,승인,1047363149
6382,크라운족발야탑점,2025-10-28 12:12:12,"32,000",일시불,15,85910898,승인,1047363149
6383,크라운족발야탑점,2025-10-28 12:12:12,"36,000",일시불,02,27076936,승인,1047363149
6384,크라운족발야탑점,2025-10-28 11:59:04,"36,000",일시불,01,41497304,승인,1047363149
6385,크라운족발야탑점,2025-10-28 11:38:10,"24,000",일시불,06,08958847,승인,1047363149
6386,귀한족발가락시장점,2025-10-28 10:37:05,"67,000",일시불,06,08183322,승인,1047365675
6387,홍콩(즉),2025-10-28 10:15:06,"400,000",일시불,12,48933999,승인,1047367471
6388,올빼미카워시,2025-10-28 10:00:10,"77,000",일시불,06,07745764,승인,1047363400
6389,이마트24마시안해변점,2025-10-28 09:53:07,"2,000",일시불,02,30039063,승인,1047369574
6390,서울35아2181,2025-10-28 08:57:05,"110,000",일시불,06,07083422,승인,1047369579
6391,귀한족발가락시장점,2025-10-28 07:34:04,"104,000",일시불,04,27546350,승인,1047365675
6392,아더킹(즉),2025-10-28 06:42:07,"520,000",일시불,06,06257921,승인,1047367469
6393,아더킹(즉),2025-10-28 05:02:05,"550,000",일시불,06,06086804,승인,1047367469
6394,아더킹(즉),2025-10-28 03:33:08,"590,000",일시불,06,05988613,승인,1047367469
6395,아더킹(즉),2025-10-28 01:53:10,"590,000",일시불,06,05731098,승인,1047367469
6396,도화(즉),2025-10-28 01:12:06,"150,000",일시불,01,39115887,승인,1047363480
6397,나인(송파),2025-10-28 00:21:08,"166,000",일시불,04,18985931,승인,1047369914
6398,도화(즉),2025-10-27 23:51:08,"1,200,000",6개월,04,28021781,승인,1047363480
6399,시앤유,2025-10-27 22:03:54,"1,090,000",4개월,05,46348275,승인,WNO1754986085
6400,시앤유,2025-10-27 22:01:51,"660,000",4개월,03,91042311,승인,WNO1754986085
6401,크라운족발야탑점,2025-10-27 21:30:06,"72,000",일시불,15,84965297,승인,1047363149
6402,귀한족발가락시장점,2025-10-27 21:30:05,"83,000",일시불,08,26685141,승인,1047365675
6403,크라운족발야탑점,2025-10-27 21:20:13,"49,000",일시불,02,20282591,승인,1047363149
6404,신우(즉),2025-10-27 21:19:12,"600,000",일시불,03,09706904,승인,1047367470
6405,귀한족발가락시장점,2025-10-27 20:21:06,"75,000",일시불,06,03403139,승인,1047365675
6406,크라운족발야탑점,2025-10-27 19:52:12,"68,000",일시불,01,37801585,승인,1047363149
6407,크라운족발야탑점,2025-10-27 19:34:10,"12,000",일시불,07,00188375,승인,1047363149
6408,귀한족발가락시장점,2025-10-27 19:28:06,"68,000",일시불,12,45862872,승인,1047365675
6409,크라운족발야탑점,2025-10-27 19:26:05,"125,000",일시불,12,45840864,승인,1047363149
6410,귀한족발가락시장점,2025-10-27 19:10:07,"56,000",일시불,08,60040669,승인,1047365675
6411,크라운족발야탑점,2025-10-27 18:02:05,"12,000",일시불,15,83484559,승인,1047363149
6412,크라운족발야탑점,2025-10-27 17:42:05,"24,000",일시불,15,82813328,승인,1047363149
6413,시앤유,2025-10-27 17:05:36,"800,000",3개월,04,00192413,승인,WNO1754986085
6414,시앤유,2025-10-27 16:56:37,"5,000,000",일시불,04,00089424,승인,WNO1754986085
6415,시앤유,2025-10-27 16:56:19,"5,000,000",일시불,04,00262501,승인,WNO1754986085
6416,기분좋은타이,2025-10-27 16:53:11,"1,004",일시불,03,21129712,승인취소,1047373153
6417,라온,2025-10-27 16:51:10,"1,004",일시불,03,20129712,승인취소,1047373152
6418,기분좋은타이,2025-10-27 16:50:23,"-1,004",일시불,03,21129712,취소,1047373153
6419,로즈,2025-10-27 16:50:09,"1,004",일시불,03,29128712,승인취소,1047373151
6420,라온,2025-10-27 16:49:19,"-1,004",일시불,03,20129712,취소,1047373152
6421,로즈,2025-10-27 16:48:00,"-1,004",일시불,03,29128712,취소,1047373151
6422,시앤유,2025-10-27 16:27:42,"1,000,000",5개월,11,36143723,승인,WNO1754986085
6423,시앤유,2025-10-27 16:27:08,"4,900,000",일시불,05,26334002,승인,WNO1754986085
6424,시앤유,2025-10-27 16:24:18,"5,000,000",일시불,05,57355001,승인,WNO1754986085
6425,시앤유,2025-10-27 16:23:13,"2,270,000",일시불,03,32877877,승인,WNO1754986085
6426,시앤유,2025-10-27 16:22:51,"5,000,000",5개월,03,39805138,승인,WNO1754986085
6427,시앤유,2025-10-27 16:21:45,"5,000,000",일시불,02,47936842,승인,WNO1754986085
6428,시앤유,2025-10-27 16:21:29,"5,000,000",일시불,02,47940363,승인,WNO1754986085
6429,시앤유,2025-10-27 16:20:48,"3,270,000",일시불,01,35982297,승인,WNO1754986085
6430,시앤유,2025-10-27 16:20:28,"5,000,000",일시불,01,35981181,승인,WNO1754986085
6431,시앤유,2025-10-27 16:20:07,"5,000,000",일시불,01,35919971,승인,WNO1754986085
6432,시앤유,2025-10-27 16:19:53,"5,000,000",일시불,01,35937220,승인,WNO1754986085
6433,시앤유,2025-10-27 16:17:10,"5,000,000",일시불,07,30052996,승인,WNO1754986085
6434,시앤유,2025-10-27 16:05:47,"5,000,000",일시불,07,30052985,승인,WNO1754986085
6435,시앤유,2025-10-27 15:46:54,"2,500,000",3개월,01,35430581,승인,WNO1754986085
6436,시앤유,2025-10-27 15:45:57,"3,000,000",3개월,01,35425125,승인,WNO1754986085
6437,신나라콜라텍2,2025-10-27 15:31:24,"13,000",일시불,01,35323525,승인,1047334508
6438,신나라콜라텍2,2025-10-27 15:06:05,"11,000",일시불,02,46832266,승인,1047334508
6439,신나라콜라텍2,2025-10-27 14:57:15,"15,000",일시불,07,30015166,승인,1047334508
6440,신나라콜라텍2,2025-10-27 14:56:05,"7,000",일시불,02,46677978,승인,1047334508
6441,신나라콜라텍2,2025-10-27 14:51:22,"10,000",일시불,01,34939790,승인,1047334508
6442,신나라콜라텍2,2025-10-27 14:50:38,"27,000",일시불,07,30072965,승인,1047334508
6443,신나라콜라텍2,2025-10-27 14:43:14,"7,000",일시불,01,34889143,승인,1047334508
6444,크라운족발야탑점,2025-10-27 14:39:05,"22,000",일시불,01,34845708,승인,1047363149
6445,신나라콜라텍2,2025-10-27 14:36:46,"10,000",일시불,07,30018511,승인,1047334508
6446,신나라콜라텍2,2025-10-27 14:35:52,"3,000",일시불,31,85481365,승인,1047334508
6447,신나라콜라텍2,2025-10-27 14:35:35,"10,000",일시불,01,34843775,승인,1047334508
6448,쁘띠프랑스,2025-10-27 14:31:09,"1,004",일시불,04,02875512,승인취소,1047372327
6449,신나라콜라텍2,2025-10-27 14:30:14,"12,000",일시불,07,30018500,승인,1047334508
6450,쁘띠프랑스,2025-10-27 14:29:05,"-1,004",일시불,04,02875512,취소,1047372327
6451,신나라콜라텍2,2025-10-27 14:27:45,"12,000",일시불,07,30005186,승인,1047334508
6452,신나라콜라텍2,2025-10-27 14:21:37,"21,000",일시불,07,28076472,승인,1047334508
6453,신나라콜라텍2,2025-10-27 14:19:35,"21,000",일시불,31,85030290,승인,1047334508
6454,신나라콜라텍2,2025-10-27 14:15:25,"16,000",일시불,02,46038419,승인,1047334508
6455,신나라콜라텍2,2025-10-27 14:13:25,"10,000",일시불,31,84881353,승인,1047334508
6456,신나라콜라텍2,2025-10-27 14:09:20,"24,000",일시불,02,45929618,승인,1047334508
6457,신나라콜라텍2,2025-10-27 14:07:04,"3,000",일시불,02,45895780,승인,1047334508
6458,한우오마카세비플리끄,2025-10-27 14:04:05,"1,200,000",12개월,03,02887402,승인,1047350264
6459,신나라콜라텍2,2025-10-27 14:00:11,"23,000",일시불,03,53295972,승인,1047334508
6460,신나라콜라텍2,2025-10-27 13:50:57,"10,000",일시불,12,41653458,승인,1047334508
6461,도화(즉),2025-10-27 13:42:11,"1,700,000",7개월,08,68709160,승인,1047363480
6462,꽃보다한우(즉),2025-10-27 13:36:12,"1,800,000",3개월,06,45247495,승인,1047363479
6463,꽃보다한우(즉),2025-10-27 13:33:05,"800,000",일시불,07,00650106,승인,1047363479
6464,크라운족발야탑점,2025-10-27 13:32:10,"10,000",일시불,07,00744424,승인,1047363149
6465,신나라콜라텍2,2025-10-27 13:32:09,"6,000",일시불,12,41414321,승인,1047334508
6466,신나라콜라텍2,2025-10-27 13:31:18,"11,000",일시불,02,45193455,승인,1047334508
6467,신나라콜라텍2,2025-10-27 13:10:35,"24,000",일시불,12,41125636,승인,1047334508
6468,신나라콜라텍2,2025-10-27 13:06:53,"20,000",일시불,01,33796921,승인,1047334508
6469,크라운족발야탑점,2025-10-27 13:03:13,"24,000",일시불,04,24406327,승인,1047363149
6470,귀한족발가락시장점,2025-10-27 12:46:14,"81,000",일시불,06,44393848,승인,1047365675
6471,신나라콜라텍2,2025-10-27 12:44:59,"10,000",일시불,31,84143369,승인,1047334508
6472,신나라콜라텍2,2025-10-27 12:42:34,"18,000",일시불,31,83543351,승인,1047334508
6473,신나라콜라텍2,2025-10-27 12:39:24,"30,000",일시불,07,30072954,승인,1047334508
6474,크라운족발야탑점,2025-10-27 12:28:05,"24,000",일시불,02,30010503,승인,1047363149
6475,크라운족발야탑점,2025-10-27 12:20:09,"12,000",일시불,02,30078646,승인,1047363149
6476,신나라콜라텍2,2025-10-27 11:52:45,"15,000",일시불,05,61899137,승인,1047334508
6477,진진식당,2025-10-27 11:45:05,"170,000",일시불,02,30025584,승인,1047363147
6478,크라운족발야탑점,2025-10-27 11:33:08,"36,000",일시불,07,00304489,승인,1047363149
6479,원주이야기,2025-10-27 10:53:43,"770,000",일시불,12,76076926,승인,1047355019
6480,용형,2025-10-27 10:01:56,"2,000,000",6개월,04,00957686,승인,WNO1755594646
6481,용형,2025-10-27 10:00:52,"2,300,000",6개월,05,32289298,승인,WNO1755594646
6482,귀한족발가락시장점,2025-10-27 09:34:09,"10,000",일시불,06,41083219,승인,1047365675
6483,귀한족발가락시장점,2025-10-27 08:00:05,"102,000",일시불,12,74380558,승인,1047365675
6484,원주이야기,2025-10-27 06:29:37,-100,일시불,03,76881506,취소,1047355019
6485,원주이야기,2025-10-27 06:28:50,100,일시불,03,76881506,승인취소,1047355019
6486,서울35아2181,2025-10-26 22:19:07,"128,000",일시불,03,15697705,승인,1047369579
6487,크라운족발야탑점,2025-10-26 20:27:05,"68,000",일시불,07,00225465,승인,1047363149
6488,푸라닭서초2동점,2025-10-26 19:25:06,"15,825",일시불,06,36046988,승인,1047365188
6489,푸라닭서초2동점,2025-10-26 19:25:06,"15,825",일시불,06,36044560,승인,1047365188
6490,푸라닭서초2동점,2025-10-26 19:24:06,"15,825",일시불,06,36031014,승인,1047365188
6491,푸라닭서초2동점,2025-10-26 19:24:05,"15,825",일시불,06,36035165,승인,1047365188
6492,귀한족발가락시장점,2025-10-26 19:16:11,"264,500",일시불,04,98508169,승인,1047365675
6493,크라운족발야탑점,2025-10-26 18:20:11,"12,000",일시불,06,35194863,승인,1047363149
6494,신나라콜라텍1,2025-10-26 17:12:13,"32,000",일시불,01,67483194,승인,1047334507
6495,신나라콜라텍1,2025-10-26 17:07:26,"16,000",일시불,01,67450450,승인,1047334507
6496,올빼미카워시,2025-10-26 17:03:13,"70,000",일시불,02,30055027,승인,1047363400
6497,귀한족발가락시장점,2025-10-26 17:01:12,"51,000",일시불,01,67397660,승인,1047365675
6498,신나라콜라텍2,2025-10-26 16:55:27,"24,000",일시불,01,67384577,승인,1047334508
6499,크라운족발야탑점,2025-10-26 16:29:09,"65,000",일시불,03,16103210,승인,1047363149
6500,이마트24마시안해변점,2025-10-26 16:18:14,"5,500",일시불,02,29164486,승인,1047369574
6501,신나라콜라텍1,2025-10-26 16:17:43,"13,000",일시불,12,70552729,승인,1047334507
6502,신나라콜라텍1,2025-10-26 16:11:54,"3,000",일시불,12,70492782,승인,1047334507
6503,신나라콜라텍1,2025-10-26 16:00:04,"12,000",일시불,02,33363461,승인,1047334507
6504,신나라콜라텍1,2025-10-26 15:55:47,"13,000",일시불,07,30015717,승인,1047334507
6505,신나라콜라텍1,2025-10-26 15:32:16,"20,000",일시불,01,66560008,승인,1047334507
6506,신나라콜라텍2,2025-10-26 15:27:38,"3,000",일시불,01,66537233,승인,1047334508
6507,신나라콜라텍1,2025-10-26 15:25:49,"11,000",일시불,01,66532522,승인,1047334507
6508,신나라콜라텍1,2025-10-26 15:24:25,"20,000",일시불,01,66508905,승인,1047334507
6509,신나라콜라텍2,2025-10-26 15:17:33,"15,000",일시불,01,66490494,승인,1047334508
6510,신나라콜라텍1,2025-10-26 15:11:55,"2,000",일시불,01,66445124,승인,1047334507
6511,신나라콜라텍1,2025-10-26 15:08:12,"13,000",일시불,02,32693176,승인,1047334507
6512,신나라콜라텍1,2025-10-26 15:07:41,"12,000",일시불,07,30042184,승인,1047334507
6513,신나라콜라텍2,2025-10-26 15:06:45,"24,000",일시불,01,66421146,승인,1047334508
6514,올빼미카워시,2025-10-26 15:04:11,"75,000",일시불,04,84184912,승인,1047363400
6515,신나라콜라텍1,2025-10-26 15:02:20,"23,000",일시불,01,66398689,승인,1047334507
6516,신나라콜라텍1,2025-10-26 15:01:26,"25,000",일시불,27,23860824,승인,1047334507
6517,신나라콜라텍1,2025-10-26 14:59:25,"12,000",일시불,01,66380726,승인,1047334507
6518,신나라콜라텍1,2025-10-26 14:50:42,"10,000",일시불,05,51925458,승인,1047334507
6519,신나라콜라텍1,2025-10-26 14:49:10,"5,000",일시불,07,30022879,승인,1047334507
6520,신나라콜라텍1,2025-10-26 14:48:44,"18,000",일시불,01,66332570,승인,1047334507
6521,신나라콜라텍1,2025-10-26 14:46:48,"25,000",일시불,01,66317498,승인,1047334507
6522,신나라콜라텍1,2025-10-26 14:46:13,"11,000",일시불,05,44135457,승인,1047334507
6523,신나라콜라텍2,2025-10-26 14:44:13,"11,000",일시불,12,69561417,승인,1047334508
6524,신나라콜라텍1,2025-10-26 14:42:15,"16,000",일시불,12,69539841,승인,1047334507
6525,신나라콜라텍2,2025-10-26 14:37:52,"5,000",일시불,01,66264373,승인,1047334508
6526,신나라콜라텍1,2025-10-26 14:35:51,"11,000",일시불,02,32248249,승인,1047334507
6527,신나라콜라텍1,2025-10-26 14:31:36,"10,000",일시불,31,84061567,승인,1047334507
6528,신나라콜라텍1,2025-10-26 14:30:38,"15,000",일시불,31,83101555,승인,1047334507
6529,크라운족발야탑점,2025-10-26 14:30:12,"67,500",일시불,01,66220572,승인,1047363149
6530,신나라콜라텍1,2025-10-26 14:29:52,"11,000",일시불,12,69402441,승인,1047334507
6531,신나라콜라텍1,2025-10-26 14:28:00,"15,000",일시불,31,83171036,승인,1047334507
6532,신나라콜라텍1,2025-10-26 14:23:18,"12,000",일시불,12,69329328,승인,1047334507
6533,신나라콜라텍1,2025-10-26 14:22:36,"3,000",일시불,01,66185374,승인,1047334507
6534,크라운족발야탑점,2025-10-26 14:22:09,"53,000",일시불,02,30033938,승인,1047363149
6535,크라운족발야탑점,2025-10-26 14:20:08,"49,000",일시불,06,32009091,승인,1047363149
6536,신나라콜라텍1,2025-10-26 14:18:13,"6,000",일시불,01,66164206,승인,1047334507
6537,크라운족발야탑점,2025-10-26 14:15:05,"16,000",일시불,11,66151688,승인,1047363149
6538,신나라콜라텍1,2025-10-26 14:06:41,"10,000",일시불,01,66104042,승인,1047334507
6539,신나라콜라텍1,2025-10-26 14:00:04,"16,000",일시불,01,66065560,승인,1047334507
6540,크라운족발야탑점,2025-10-26 13:54:06,"16,500",일시불,06,31659555,승인,1047363149
6541,신나라콜라텍1,2025-10-26 13:46:36,"20,000",일시불,01,65989927,승인,1047334507
6542,신나라콜라텍1,2025-10-26 13:44:55,"28,000",일시불,07,30035325,승인,1047334507
